value,mean,ci_lower,ci_upper
0.0,12.194920539855957,11.836990297436714,12.5528507822752
0.1111111111111111,12.136033058166504,11.775825135111809,12.496240981221199
0.2222222222222222,12.090714454650879,11.710213280916214,12.471215628385544
0.3333333333333333,11.949127197265625,11.54501826941967,12.35323612511158
0.4444444444444444,11.796825408935547,11.353607525229455,12.240043292641639
0.5555555555555556,11.568412780761719,11.095716097354888,12.04110946416855
0.6666666666666666,11.223413467407227,10.699907034635544,11.74691990017891
0.7777777777777777,10.754524230957031,10.17380474805832,11.335243713855743
0.8888888888888888,9.586586952209473,8.934505730867386,10.23866817355156
1.0,2.7642858028411865,2.5831759041547775,2.9453957015275956
