value,mean,ci_lower,ci_upper
0.2,2.478492021560669,2.357487390190363,2.599496652930975
0.5111111111111111,2.4815080165863037,2.359996101409197,2.6030199317634106
0.8222222222222222,2.5564286708831787,2.4230952307581903,2.689762111008167
1.1333333333333333,2.608888864517212,2.4605361115932465,2.7572416174411774
1.4444444444444444,2.716825485229492,2.553084120750427,2.8805668497085573
1.7555555555555555,2.858888864517212,2.6796618214249612,3.0381159076094626
2.066666666666667,2.961507797241211,2.778732469081879,3.144283125400543
2.377777777777778,3.0698416233062744,2.880121991932392,3.2595612546801567
2.688888888888889,3.114603281021118,2.928018855750561,3.3011877062916755
3.0,3.2180159091949463,3.025847302377224,3.4101845160126687
