value,mean,ci_lower,ci_upper
0.01,2.522460699081421,2.3754667535424234,2.6694546446204184
0.2088888888888889,2.602301597595215,2.4573436507582667,2.747259544432163
0.4077777777777778,2.708254098892212,2.5447435078024863,2.8717646899819376
0.6066666666666667,2.701984405517578,2.530764847099781,2.8732039639353752
0.8055555555555556,2.710317373275757,2.539466675519943,2.8811680710315706
1.0044444444444445,2.7253971099853516,2.546968084573746,2.903826135396957
1.2033333333333334,2.736269950866699,2.5559029430150986,2.9166369587183
1.4022222222222223,2.7514286041259766,2.568026465475559,2.934830742776394
1.6011111111111112,2.724444627761841,2.549737737774849,2.8991515177488325
1.8,2.779047727584839,2.5899871796369554,2.9681082755327224
