value,position,phase,recall_prob
0.2,1,film,0.3273809552192688
0.2,2,film,0.26619046926498413
0.2,3,film,0.24714285135269165
0.2,4,film,0.25
0.2,5,film,0.2519841194152832
0.2,6,film,0.244047611951828
0.2,7,film,0.24619047343730927
0.2,8,film,0.24523809552192688
0.2,9,film,0.2484920620918274
0.2,10,film,0.24690476059913635
0.2,11,film,0.24317459762096405
0.2,12,film,0.24190476536750793
0.2,13,film,0.23992063105106354
0.2,14,film,0.24166665971279144
0.2,15,film,0.24920634925365448
0.2,16,film,0.23817460238933563
0.2,17,interference,0.25928571820259094
0.2,18,interference,0.2540476322174072
0.2,19,interference,0.2509523928165436
0.2,20,interference,0.2447618991136551
0.2,21,interference,0.23333333432674408
0.2,22,interference,0.2373809516429901
0.2,23,interference,0.2380952388048172
0.2,24,interference,0.2393650859594345
0.2,25,interference,0.23888888955116272
0.2,26,interference,0.24484126269817352
0.2,27,interference,0.24261905252933502
0.2,28,interference,0.24436508119106293
0.2,29,interference,0.24269841611385345
0.2,30,interference,0.2403174638748169
0.2,31,interference,0.23992063105106354
0.2,32,interference,0.24246031045913696
0.5111111111111111,1,film,0.4315873086452484
0.5111111111111111,2,film,0.30841270089149475
0.5111111111111111,3,film,0.27515873312950134
0.5111111111111111,4,film,0.25007936358451843
0.5111111111111111,5,film,0.24888889491558075
0.5111111111111111,6,film,0.24047619104385376
0.5111111111111111,7,film,0.2323809564113617
0.5111111111111111,8,film,0.23444443941116333
0.5111111111111111,9,film,0.2383333295583725
0.5111111111111111,10,film,0.23690475523471832
0.5111111111111111,11,film,0.23801587522029877
0.5111111111111111,12,film,0.2376190423965454
0.5111111111111111,13,film,0.23134920001029968
0.5111111111111111,14,film,0.2393650859594345
0.5111111111111111,15,film,0.23246031999588013
0.5111111111111111,16,film,0.23801587522029877
0.5111111111111111,17,interference,0.26452380418777466
0.5111111111111111,18,interference,0.2532539665699005
0.5111111111111111,19,interference,0.2465079426765442
0.5111111111111111,20,interference,0.23793651163578033
0.5111111111111111,21,interference,0.2356349229812622
0.5111111111111111,22,interference,0.2358730137348175
0.5111111111111111,23,interference,0.22682540118694305
0.5111111111111111,24,interference,0.2286507934331894
0.5111111111111111,25,interference,0.22825397551059723
0.5111111111111111,26,interference,0.2336507886648178
0.5111111111111111,27,interference,0.22809523344039917
0.5111111111111111,28,interference,0.23531745374202728
0.5111111111111111,29,interference,0.2286507934331894
0.5111111111111111,30,interference,0.227698415517807
0.5111111111111111,31,interference,0.2319047600030899
0.5111111111111111,32,interference,0.23476190865039825
0.8222222222222222,1,film,0.5007936358451843
0.8222222222222222,2,film,0.38087302446365356
0.8222222222222222,3,film,0.31460317969322205
0.8222222222222222,4,film,0.28333333134651184
0.8222222222222222,5,film,0.2757936418056488
0.8222222222222222,6,film,0.2487301528453827
0.8222222222222222,7,film,0.2438095211982727
0.8222222222222222,8,film,0.24087300896644592
0.8222222222222222,9,film,0.2398412674665451
0.8222222222222222,10,film,0.22952380776405334
0.8222222222222222,11,film,0.22809523344039917
0.8222222222222222,12,film,0.2319047600030899
0.8222222222222222,13,film,0.23103174567222595
0.8222222222222222,14,film,0.22301587462425232
0.8222222222222222,15,film,0.23269841074943542
0.8222222222222222,16,film,0.21269841492176056
0.8222222222222222,17,interference,0.28460317850112915
0.8222222222222222,18,interference,0.24087300896644592
0.8222222222222222,19,interference,0.22682540118694305
0.8222222222222222,20,interference,0.22253967821598053
0.8222222222222222,21,interference,0.22706349194049835
0.8222222222222222,22,interference,0.22190475463867188
0.8222222222222222,23,interference,0.22055555880069733
0.8222222222222222,24,interference,0.2237301617860794
0.8222222222222222,25,interference,0.21682539582252502
0.8222222222222222,26,interference,0.21658730506896973
0.8222222222222222,27,interference,0.21261905133724213
0.8222222222222222,28,interference,0.20944444835186005
0.8222222222222222,29,interference,0.2140476256608963
0.8222222222222222,30,interference,0.21841269731521606
0.8222222222222222,31,interference,0.21595238149166107
0.8222222222222222,32,interference,0.21666666865348816
1.1333333333333333,1,film,0.5426190495491028
1.1333333333333333,2,film,0.42888888716697693
1.1333333333333333,3,film,0.3658730089664459
1.1333333333333333,4,film,0.3246825337409973
1.1333333333333333,5,film,0.2865079343318939
1.1333333333333333,6,film,0.2686507999897003
1.1333333333333333,7,film,0.24396824836730957
1.1333333333333333,8,film,0.2484920620918274
1.1333333333333333,9,film,0.24126984179019928
1.1333333333333333,10,film,0.22738094627857208
1.1333333333333333,11,film,0.2288888841867447
1.1333333333333333,12,film,0.2281745970249176
1.1333333333333333,13,film,0.22388888895511627
1.1333333333333333,14,film,0.21880953013896942
1.1333333333333333,15,film,0.21523809432983398
1.1333333333333333,16,film,0.20206348598003387
1.1333333333333333,17,interference,0.2803174555301666
1.1333333333333333,18,interference,0.2353968322277069
1.1333333333333333,19,interference,0.22484126687049866
1.1333333333333333,20,interference,0.21349206566810608
1.1333333333333333,21,interference,0.21166667342185974
1.1333333333333333,22,interference,0.2021428644657135
1.1333333333333333,23,interference,0.2028571367263794
1.1333333333333333,24,interference,0.20317460596561432
1.1333333333333333,25,interference,0.20182539522647858
1.1333333333333333,26,interference,0.19523809850215912
1.1333333333333333,27,interference,0.19166666269302368
1.1333333333333333,28,interference,0.20182539522647858
1.1333333333333333,29,interference,0.2003968209028244
1.1333333333333333,30,interference,0.1964285671710968
1.1333333333333333,31,interference,0.20396825671195984
1.1333333333333333,32,interference,0.19976189732551575
1.4444444444444444,1,film,0.5685714483261108
1.4444444444444444,2,film,0.46619048714637756
1.4444444444444444,3,film,0.4153968393802643
1.4444444444444444,4,film,0.36492064595222473
1.4444444444444444,5,film,0.322857141494751
