value,position,phase,recall_prob
0.0,1,film,0.26523810625076294
0.0,2,film,0.2226984053850174
0.0,3,film,0.19730158150196075
0.0,4,film,0.1773015856742859
0.0,5,film,0.17103174328804016
0.0,6,film,0.16341270506381989
0.0,7,film,0.15166667103767395
0.0,8,film,0.14603175222873688
0.0,9,film,0.15095238387584686
0.0,10,film,0.15182539820671082
0.0,11,film,0.1435714215040207
0.0,12,film,0.14817459881305695
0.0,13,film,0.1547619104385376
0.0,14,film,0.15142856538295746
0.0,15,film,0.16626983880996704
0.0,16,film,0.18388888239860535
0.0,17,interference,0.15611110627651215
0.0,18,interference,0.14388889074325562
0.0,19,interference,0.1396031677722931
0.0,20,interference,0.13920634984970093
0.0,21,interference,0.12809523940086365
0.0,22,interference,0.13428571820259094
0.0,23,interference,0.13007935881614685
0.0,24,interference,0.13285714387893677
0.0,25,interference,0.13484126329421997
0.0,26,interference,0.1326984167098999
0.0,27,interference,0.13301587104797363
0.0,28,interference,0.130952388048172
0.0,29,interference,0.13484126329421997
0.0,30,interference,0.13111111521720886
0.0,31,interference,0.13230158388614655
0.0,32,interference,0.12285714596509933
0.05555555555555555,1,film,0.5536507964134216
0.05555555555555555,2,film,0.5076984167098999
0.05555555555555555,3,film,0.47285714745521545
0.05555555555555555,4,film,0.44825395941734314
0.05555555555555555,5,film,0.43269839882850647
0.05555555555555555,6,film,0.4241269826889038
0.05555555555555555,7,film,0.4187301695346832
0.05555555555555555,8,film,0.4142063558101654
0.05555555555555555,9,film,0.4142063558101654
0.05555555555555555,10,film,0.4055555462837219
0.05555555555555555,11,film,0.3990476131439209
0.05555555555555555,12,film,0.39873015880584717
0.05555555555555555,13,film,0.39873015880584717
0.05555555555555555,14,film,0.4012698531150818
0.05555555555555555,15,film,0.39769840240478516
0.05555555555555555,16,film,0.39793649315834045
0.05555555555555555,17,interference,0.09000000357627869
0.05555555555555555,18,interference,0.0751587301492691
0.05555555555555555,19,interference,0.0756349191069603
0.05555555555555555,20,interference,0.07238095253705978
0.05555555555555555,21,interference,0.0736507922410965
0.05555555555555555,22,interference,0.0716666653752327
0.05555555555555555,23,interference,0.07103174924850464
0.05555555555555555,24,interference,0.07023809850215912
0.05555555555555555,25,interference,0.06952381134033203
0.05555555555555555,26,interference,0.06976190209388733
0.05555555555555555,27,interference,0.06587301939725876
0.05555555555555555,28,interference,0.07253967970609665
0.05555555555555555,29,interference,0.06984127312898636
0.05555555555555555,30,interference,0.06738094985485077
0.05555555555555555,31,interference,0.07039682567119598
0.05555555555555555,32,interference,0.06984127312898636
0.1111111111111111,1,film,0.6656349301338196
0.1111111111111111,2,film,0.63484126329422
0.1111111111111111,3,film,0.6163492202758789
0.1111111111111111,4,film,0.5978571176528931
0.1111111111111111,5,film,0.5878571271896362
0.1111111111111111,6,film,0.5787301659584045
0.1111111111111111,7,film,0.5761904716491699
0.1111111111111111,8,film,0.5681746006011963
0.1111111111111111,9,film,0.5633333325386047
0.1111111111111111,10,film,0.5653174519538879
0.1111111111111111,11,film,0.5579364895820618
0.1111111111111111,12,film,0.5542857050895691
0.1111111111111111,13,film,0.5534920692443848
0.1111111111111111,14,film,0.5488888621330261
0.1111111111111111,15,film,0.5464285612106323
0.1111111111111111,16,film,0.5328571200370789
0.1111111111111111,17,interference,0.05841269716620445
0.1111111111111111,18,interference,0.04849206283688545
0.1111111111111111,19,interference,0.041111111640930176
0.1111111111111111,20,interference,0.04119047522544861
0.1111111111111111,21,interference,0.039444442838430405
0.1111111111111111,22,interference,0.039047617465257645
0.1111111111111111,23,interference,0.03936507925391197
0.1111111111111111,24,interference,0.04079364985227585
0.1111111111111111,25,interference,0.037936508655548096
0.1111111111111111,26,interference,0.038650792092084885
0.1111111111111111,27,interference,0.03619047626852989
0.1111111111111111,28,interference,0.03809523954987526
0.1111111111111111,29,interference,0.03642857074737549
0.1111111111111111,30,interference,0.03896825388073921
0.1111111111111111,31,interference,0.03611111268401146
0.1111111111111111,32,interference,0.03698412701487541
0.16666666666666666,1,film,0.707698404788971
0.16666666666666666,2,film,0.692460298538208
0.16666666666666666,3,film,0.6773809790611267
0.16666666666666666,4,film,0.6656349301338196
0.16666666666666666,5,film,0.6607142686843872
0.16666666666666666,6,film,0.6541270017623901
0.16666666666666666,7,film,0.6508730053901672
0.16666666666666666,8,film,0.6514285802841187
0.16666666666666666,9,film,0.637936532497406
0.16666666666666666,10,film,0.6443650722503662
0.16666666666666666,11,film,0.6403968334197998
0.16666666666666666,12,film,0.6305555701255798
0.16666666666666666,13,film,0.6312698125839233
0.16666666666666666,14,film,0.6219047904014587
0.16666666666666666,15,film,0.6133333444595337
0.16666666666666666,16,film,0.6054762005805969
0.16666666666666666,17,interference,0.0396825410425663
0.16666666666666666,18,interference,0.027936507016420364
0.16666666666666666,19,interference,0.027142856270074844
0.16666666666666666,20,interference,0.026111111044883728
0.16666666666666666,21,interference,0.02468254044651985
0.16666666666666666,22,interference,0.026031745597720146
0.16666666666666666,23,interference,0.024444444105029106
0.16666666666666666,24,interference,0.025317460298538208
0.16666666666666666,25,interference,0.024920634925365448
0.16666666666666666,26,interference,0.024841269478201866
0.16666666666666666,27,interference,0.02380952425301075
0.16666666666666666,28,interference,0.02230158820748329
0.16666666666666666,29,interference,0.02507936581969261
0.16666666666666666,30,interference,0.025634920224547386
0.16666666666666666,31,interference,0.026349205523729324
0.16666666666666666,32,interference,0.025555554777383804
0.2222222222222222,1,film,0.7302380800247192
0.2222222222222222,2,film,0.7264285683631897
0.2222222222222222,3,film,0.7094444632530212
0.2222222222222222,4,film,0.7040476202964783
0.2222222222222222,5,film,0.7003968358039856
0.2222222222222222,6,film,0.6956349015235901
0.2222222222222222,7,film,0.6907936334609985
0.2222222222222222,8,film,0.6872222423553467
0.2222222222222222,9,film,0.6862698197364807
0.2222222222222222,10,film,0.6821428537368774
0.2222222222222222,11,film,0.6870635151863098
0.2222222222222222,12,film,0.6813492178916931
0.2222222222222222,13,film,0.6752380728721619
0.2222222222222222,14,film,0.6673809289932251
0.2222222222222222,15,film,0.6509523987770081
0.2222222222222222,16,film,0.6375396847724915
0.2222222222222222,17,interference,0.026349205523729324
0.2222222222222222,18,interference,0.022777777165174484
0.2222222222222222,19,interference,0.020952381193637848
0.2222222222222222,20,interference,0.018571428954601288
0.2222222222222222,21,interference,0.020158730447292328
0.2222222222222222,22,interference,0.018571428954601288
0.2222222222222222,23,interference,0.018571428954601288
0.2222222222222222,24,interference,0.017777778208255768
0.2222222222222222,25,interference,0.019682539626955986
0.2222222222222222,26,interference,0.019365079700946808
0.2222222222222222,27,interference,0.018412698060274124
0.2222222222222222,28,interference,0.019603174179792404
0.2222222222222222,29,interference,0.016349205747246742
0.2222222222222222,30,interference,0.017539681866765022
