value,mean,ci_lower,ci_upper
0.2,3.622857093811035,3.4532844334840775,3.7924297541379928
0.35555555555555557,3.59682559967041,3.423800450861454,3.7698507484793664
0.5111111111111111,3.6739680767059326,3.493888882100582,3.854047271311283
0.6666666666666667,3.698174476623535,3.505172162055969,3.8911767911911013
0.8222222222222222,3.7584922313690186,3.5493158608675004,3.9676686018705367
0.9777777777777779,3.842698574066162,3.6156413474678994,4.069755800664425
1.1333333333333333,3.9510319232940674,3.7075586083531378,4.1945052382349965
1.288888888888889,4.02571439743042,3.776279862523079,4.2751489323377605
1.4444444444444444,3.9948413372039795,3.7465840488672257,4.243098625540734
1.6,4.0585713386535645,3.8068206000328066,4.310322077274322
