value,position,phase,recall_prob
0.0,1,film,0.2599206268787384
0.0,2,film,0.22976189851760864
0.0,3,film,0.21111111342906952
0.0,4,film,0.1991269886493683
0.0,5,film,0.18444444239139557
0.0,6,film,0.1909523755311966
0.0,7,film,0.17952381074428558
0.0,8,film,0.18341270089149475
0.0,9,film,0.1818253993988037
0.0,10,film,0.17960317432880402
0.0,11,film,0.1823015809059143
0.0,12,film,0.1746031790971756
0.0,13,film,0.17849206924438477
0.0,14,film,0.17777778208255768
0.0,15,film,0.17404761910438538
0.0,16,film,0.16746032238006592
0.0,17,interference,0.16698412597179413
0.0,18,interference,0.16373015940189362
0.0,19,interference,0.15976190567016602
0.0,20,interference,0.1552380919456482
0.0,21,interference,0.1592063456773758
0.0,22,interference,0.16507937014102936
0.0,23,interference,0.16261905431747437
0.0,24,interference,0.15912698209285736
0.0,25,interference,0.16253967583179474
0.0,26,interference,0.16055555641651154
0.0,27,interference,0.15960317850112915
0.0,28,interference,0.16476190090179443
0.0,29,interference,0.1530158668756485
0.0,30,interference,0.1631745994091034
0.0,31,interference,0.16126984357833862
0.0,32,interference,0.15865080058574677
0.5555555555555556,1,film,0.31563490629196167
0.5555555555555556,2,film,0.27341270446777344
0.5555555555555556,3,film,0.26174601912498474
0.5555555555555556,4,film,0.25309523940086365
0.5555555555555556,5,film,0.23174603283405304
0.5555555555555556,6,film,0.23206348717212677
0.5555555555555556,7,film,0.21865078806877136
0.5555555555555556,8,film,0.22809523344039917
0.5555555555555556,9,film,0.21984127163887024
0.5555555555555556,10,film,0.21992063522338867
0.5555555555555556,11,film,0.21468253433704376
0.5555555555555556,12,film,0.21865078806877136
0.5555555555555556,13,film,0.21523809432983398
0.5555555555555556,14,film,0.21928571164608002
0.5555555555555556,15,film,0.20920634269714355
0.5555555555555556,16,film,0.212777778506279
0.5555555555555556,17,interference,0.12436507642269135
0.5555555555555556,18,interference,0.12158729881048203
0.5555555555555556,19,interference,0.12230158597230911
0.5555555555555556,20,interference,0.12134920805692673
0.5555555555555556,21,interference,0.1212698444724083
0.5555555555555556,22,interference,0.11801587045192719
0.5555555555555556,23,interference,0.11753968149423599
0.5555555555555556,24,interference,0.1192857176065445
0.5555555555555556,25,interference,0.11920634657144547
0.5555555555555556,26,interference,0.11563491821289062
0.5555555555555556,27,interference,0.12238094955682755
0.5555555555555556,28,interference,0.11944444477558136
0.5555555555555556,29,interference,0.11738095432519913
0.5555555555555556,30,interference,0.11206348985433578
0.5555555555555556,31,interference,0.11182539910078049
0.5555555555555556,32,interference,0.11190476268529892
1.1111111111111112,1,film,0.34238094091415405
1.1111111111111112,2,film,0.30142858624458313
1.1111111111111112,3,film,0.28880953788757324
1.1111111111111112,4,film,0.27936509251594543
1.1111111111111112,5,film,0.27095237374305725
1.1111111111111112,6,film,0.25952380895614624
1.1111111111111112,7,film,0.2644444406032562
1.1111111111111112,8,film,0.2584126889705658
1.1111111111111112,9,film,0.2482539713382721
1.1111111111111112,10,film,0.25706347823143005
1.1111111111111112,11,film,0.260873019695282
1.1111111111111112,12,film,0.24785713851451874
1.1111111111111112,13,film,0.25158730149269104
1.1111111111111112,14,film,0.24309523403644562
1.1111111111111112,15,film,0.24539682269096375
1.1111111111111112,16,film,0.2319047600030899
1.1111111111111112,17,interference,0.08777777850627899
1.1111111111111112,18,interference,0.08714285492897034
1.1111111111111112,19,interference,0.08801587671041489
1.1111111111111112,20,interference,0.09436508268117905
1.1111111111111112,21,interference,0.08634920418262482
1.1111111111111112,22,interference,0.08976190537214279
1.1111111111111112,23,interference,0.08833333104848862
1.1111111111111112,24,interference,0.09007936716079712
1.1111111111111112,25,interference,0.08777777850627899
1.1111111111111112,26,interference,0.09587301313877106
1.1111111111111112,27,interference,0.0833333358168602
1.1111111111111112,28,interference,0.0892857164144516
1.1111111111111112,29,interference,0.0895238071680069
1.1111111111111112,30,interference,0.08761905133724213
1.1111111111111112,31,interference,0.08912698179483414
1.1111111111111112,32,interference,0.08396825194358826
1.6666666666666667,1,film,0.3544444441795349
1.6666666666666667,2,film,0.31682538986206055
1.6666666666666667,3,film,0.29579365253448486
1.6666666666666667,4,film,0.2884920537471771
1.6666666666666667,5,film,0.2805555462837219
1.6666666666666667,6,film,0.27595236897468567
1.6666666666666667,7,film,0.2718254029750824
1.6666666666666667,8,film,0.2670634984970093
1.6666666666666667,9,film,0.2688888907432556
1.6666666666666667,10,film,0.26452380418777466
1.6666666666666667,11,film,0.2644444406032562
