value,mean,ci_lower,ci_upper
0.2,3.1553969383239746,3.0556057378649712,3.255188138782978
0.5111111111111111,2.9393651485443115,2.8365833495557307,3.0421469475328924
0.8222222222222222,2.7688093185424805,2.6363507524132728,2.901267884671688
1.1333333333333333,2.541031837463379,2.3695244073867796,2.712539267539978
1.4444444444444444,2.398650884628296,2.1855478033423426,2.6117539659142492
1.7555555555555555,2.288492202758789,2.032732172608376,2.5442522329092023
2.066666666666667,2.214761972427368,1.919209617972374,2.5103143268823622
2.377777777777778,2.1989684104919434,1.866783033013344,2.531153787970543
2.688888888888889,2.1553969383239746,1.7948602402210236,2.515933636426926
3.0,2.1747617721557617,1.7879330587387086,2.561590485572815
